time_step,actuator_comp_ratio,actuator_valve_cmd
33995,2,1
33996,2,1
33997,2,1
33998,2,1
33999,2,1
34000,2,1
34001,2,1
34002,2,1
34003,2,1
34004,2,1
34005,2,1
34006,2,1
34007,2,1
34008,2,1
34009,2,1
34010,2,1
34011,2,1
34012,2,1
34013,2,1
34014,2,1
34015,2,1
34016,2,1
34017,2,1
34018,2,1
34019,2,1
34020,2,1
34021,2,1
34022,2,1
34023,2,1
34024,2,1
34025,2,1
34026,2,1
34027,2,1
34028,2,1
34029,2,1
34030,2,1
34031,2,1
34032,2,1
34033,2,1
34034,2,1
34035,2,1
34036,2,1
34037,2,1
34038,2,1
34039,2,1
34040,2,1
34041,2,1
34042,2,1
34043,2,1
34044,2,1
34045,2,1
34046,2,1
34047,2,1
34048,2,1
34049,2,1
34050,2,1
34051,2,1
34052,2,1
34053,2,1
34054,2,1
34055,2,1
34056,2,1
34057,2,1
34058,2,1
34059,2,1
34060,2,1
34061,2,1
34062,2,1
34063,2,1
34064,2,1
34065,2,1
34066,2,1
34067,2,1
34068,2,1
34069,2,1
34070,2,1
34071,2,1
34072,2,1
34073,2,1
34074,2,1
34075,2,1
34076,2,1
34077,2,1
34078,2,1
34079,2,1
34080,2,1
34081,2,1
34082,2,1
34083,2,1
34084,2,1
34085,2,1
34086,2,1
34087,2,1
34088,2,1
34089,2,1
34090,2,1
34091,2,1
34092,2,1
34093,2,1
34094,2,1
34095,2,1
34096,2,1
34097,2,1
34098,2,1
34099,2,1
34100,2,1
34101,2,1
34102,2,1
34103,2,1
34104,2,1
34105,2,1
34106,2,1
34107,2,1
34108,2,1
34109,2,1
34110,2,1
34111,2,1
34112,2,1
34113,2,1
34114,2,1
34115,2,1
34116,2,1
34117,2,1
34118,2,1
34119,2,1
34120,2,1
34121,2,1
34122,2,1
34123,2,1
34124,2,1
34125,2,1
34126,2,1
34127,2,1
34128,2,1
34129,2,1
34130,2,1
34131,2,1
34132,2,1
34133,2,1
34134,2,1
34135,2,1
34136,2,1
34137,2,1
34138,2,1
34139,2,1
34140,2,1
34141,2,1
34142,2,1
34143,2,1
34144,2,1
34145,2,1
34146,2,1
34147,2,1
34148,2,1
34149,2,1
34150,2,1
34151,2,1
34152,2,1
34153,2,1
34154,2,1
34155,2,1
34156,2,1
34157,2,1
34158,2,1
34159,2,1
34160,2,1
34161,2,1
34162,2,1
34163,2,1
34164,2,1
34165,2,1
34166,2,1
34167,2,1
34168,2,1
34169,2,1
34170,2,1
34171,2,1
34172,2,1
34173,2,1
34174,2,1
34175,2,1
34176,2,1
34177,2,1
34178,2,1
34179,2,1
34180,2,1
34181,2,1
34182,2,1
34183,2,1
34184,2,1
34185,2,1
34186,2,1
34187,2,1
34188,2,1
34189,2,1
34190,2,1
34191,2,1
34192,2,1
34193,2,1
34194,2,1
34195,2,1
34196,2,1
34197,2,1
34198,2,1
34199,2,1
34200,2,1
34201,2,1
34202,2,1
34203,2,1
34204,2,1
34205,2,1
34206,2,1
34207,2,1
34208,2,1
34209,2,1
34210,2,1
34211,2,1
34212,2,1
34213,2,1
34214,2,1
34215,2,1
34216,2,1
34217,2,1
34218,2,1
34219,2,1
34220,2,1
34221,2,1
34222,2,1
34223,2,1
34224,2,1
34225,2,1
34226,2,1
34227,2,1
34228,2,1
34229,2,1
34230,2,1
34231,2,1
34232,2,1
34233,2,1
34234,2,1
34235,2,1
34236,2,1
34237,2,1
34238,2,1
34239,2,1
34240,2,1
34241,2,1
34242,2,1
34243,2,1
34244,2,1
34245,2,1
34246,2,1
34247,2,1
34248,2,1
34249,2,1
34250,2,1
34251,2,1
34252,2,1
34253,2,1
34254,2,1
34255,2,1
34256,2,1
34257,2,1
34258,2,1
34259,2,1
34260,2,1
34261,2,1
34262,2,1
34263,2,1
34264,2,1
34265,2,1
34266,2,1
34267,2,1
34268,2,1
34269,2,1
34270,2,1
34271,2,1
34272,2,1
34273,2,1
34274,2,1
34275,2,1
34276,2,1
34277,2,1
34278,2,1
34279,2,1
34280,2,1
34281,2,1
34282,2,1
34283,2,1
34284,2,1
34285,2,1
34286,2,1
34287,2,1
34288,2,1
34289,2,1
34290,2,1
34291,2,1
34292,2,1
34293,2,1
34294,2,1
34295,2,1
34296,2,1
34297,2,1
34298,2,1
34299,2,1
34300,2,1
34301,2,1
34302,2,1
34303,2,1
34304,2,1
34305,2,1
34306,2,1
34307,2,1
34308,2,1
34309,2,1
34310,2,1
34311,2,1
34312,2,1
34313,2,1
34314,2,1
34315,2,1
34316,2,1
34317,2,1
34318,2,1
34319,2,1
34320,2,1
34321,2,1
34322,2,1
34323,2,1
34324,2,1
34325,2,1
34326,2,1
34327,2,1
34328,2,1
34329,2,1
34330,2,1
34331,2,1
34332,2,1
34333,2,1
34334,2,1
34335,2,1
34336,2,1
34337,2,1
34338,2,1
34339,2,1
34340,2,1
34341,2,1
34342,2,1
34343,2,1
34344,2,1
34345,2,1
34346,2,1
34347,2,1
34348,2,1
34349,2,1
34350,2,1
34351,2,1
34352,2,1
34353,2,1
34354,2,1
34355,2,1
34356,2,1
34357,2,1
34358,2,1
34359,2,1
34360,2,1
34361,2,1
34362,2,1
34363,2,1
34364,2,1
34365,2,1
34366,2,1
34367,2,1
34368,2,1
34369,2,1
34370,2,1
34371,2,1
34372,2,1
34373,2,1
34374,2,1
34375,2,1
34376,2,1
34377,2,1
34378,2,1
34379,2,1
34380,2,1
34381,2,1
34382,2,1
34383,2,1
34384,2,1
34385,2,1
34386,2,1
34387,2,1
34388,2,1
34389,2,1
34390,2,1
34391,2,1
34392,2,1
34393,2,1
34394,2,1
34395,2,1
34396,2,1
34397,2,1
34398,2,1
34399,2,1
34400,2,1
34401,2,1
34402,2,1
34403,2,1
34404,2,1
34405,2,1
34406,2,1
34407,2,1
34408,2,1
34409,2,1
34410,2,1
34411,2,1
34412,2,1
34413,2,1
34414,2,1
34415,2,1
34416,2,1
34417,2,1
34418,2,1
34419,2,1
34420,2,1
34421,2,1
34422,2,1
34423,2,1
34424,2,1
34425,2,1
34426,2,1
34427,2,1
34428,2,1
34429,2,1
34430,2,1
34431,2,1
34432,2,1
34433,2,1
34434,2,1
34435,2,1
34436,2,1
34437,2,1
34438,2,1
34439,2,1
34440,2,1
34441,2,1
34442,2,1
34443,2,1
34444,2,1
34445,2,1
34446,2,1
34447,2,1
34448,2,1
34449,2,1
34450,2,1
34451,2,1
34452,2,1
34453,2,1
34454,2,1
34455,2,1
34456,2,1
34457,2,1
34458,2,1
34459,2,1
34460,2,1
34461,2,1
34462,2,1
34463,2,1
34464,2,1
34465,2,1
34466,2,1
34467,2,1
34468,2,1
34469,2,1
34470,2,1
34471,2,1
34472,2,1
34473,2,1
34474,2,1
34475,2,1
34476,2,1
34477,2,1
34478,2,1
34479,2,1
34480,2,1
34481,2,1
34482,2,1
34483,2,1
34484,2,1
34485,2,1
34486,2,1
34487,2,1
34488,2,1
34489,2,1
34490,2,1
34491,2,1
34492,2,1
34493,2,1
34494,2,1
34495,2,1
34496,2,1
34497,2,1
34498,2,1
34499,2,1
34500,2,1
34501,2,1
34502,2,1
34503,2,1
34504,2,1
34505,2,1
34506,2,1
34507,2,1
34508,2,1
34509,2,1
34510,2,1
34511,2,1
34512,2,1
34513,2,1
34514,2,1
34515,2,1
34516,2,1
34517,2,1
34518,2,1
34519,2,1
34520,2,1
34521,2,1
34522,2,1
34523,2,1
34524,2,1
34525,2,1
34526,2,1
34527,2,1
34528,2,1
34529,2,1
34530,2,1
34531,2,1
34532,2,1
34533,2,1
34534,2,1
34535,2,1
34536,2,1
34537,2,1
34538,2,1
34539,2,1
34540,2,1
34541,2,1
34542,2,1
34543,2,1
34544,2,1
34545,2,1
34546,2,1
34547,2,1
34548,2,1
34549,2,1
34550,2,1
34551,2,1
34552,2,1
34553,2,1
34554,2,1
34555,2,1
34556,2,1
34557,2,1
34558,2,1
34559,2,1
34560,2,1
34561,2,1
34562,2,1
34563,2,1
34564,2,1
34565,2,1
34566,2,1
34567,2,1
34568,2,1
34569,2,1
34570,2,1
34571,2,1
34572,2,1
34573,2,1
34574,2,1
34575,2,1
34576,2,1
34577,2,1
34578,2,1
34579,2,1
34580,2,1
34581,2,1
34582,2,1
34583,2,1
34584,2,1
34585,2,1
34586,2,1
34587,2,1
34588,2,1
34589,2,1
34590,2,1
34591,2,1
34592,2,1
34593,2,1
34594,2,1
34595,2,1
34596,2,1
34597,2,1
34598,2,1
34599,2,1
34600,2,1
34601,2,1
34602,2,1
34603,2,1
34604,2,1
34605,2,1
34606,2,1
34607,2,1
34608,2,1
34609,2,1
34610,2,1
34611,2,1
34612,2,1
34613,2,1
34614,2,1
34615,2,1
34616,2,1
34617,2,1
34618,2,1
34619,2,1
34620,2,1
34621,2,1
34622,2,1
34623,2,1
34624,2,1
34625,2,1
34626,2,1
34627,2,1
34628,2,1
34629,2,1
34630,2,1
34631,2,1
34632,2,1
34633,2,1
34634,2,1
34635,2,1
34636,2,1
34637,2,1
34638,2,1
34639,2,1
34640,2,1
34641,2,1
34642,2,1
34643,2,1
34644,2,1
34645,2,1
34646,2,1
34647,2,1
34648,2,1
34649,2,1
34650,2,1
34651,2,1
34652,2,1
34653,2,1
34654,2,1
34655,2,1
34656,2,1
34657,2,1
34658,2,1
34659,2,1
34660,2,1
34661,2,1
34662,2,1
34663,2,1
34664,2,1
34665,2,1
34666,2,1
34667,2,1
34668,2,1
34669,2,1
34670,2,1
34671,2,1
34672,2,1
34673,2,1
34674,2,1
34675,2,1
34676,2,1
34677,2,1
34678,2,1
34679,2,1
34680,2,1
34681,2,1
34682,2,1
34683,2,1
34684,2,1
34685,2,1
34686,2,1
34687,2,1
34688,2,1
34689,2,1
34690,2,1
34691,2,1
34692,2,1
34693,2,1
34694,2,1
34695,2,1
34696,2,1
34697,2,1
34698,2,1
34699,2,1
34700,2,1
34701,2,1
34702,2,1
34703,2,1
34704,2,1
34705,2,1
34706,2,1
34707,2,1
34708,2,1
34709,2,1
34710,2,1
34711,2,1
34712,2,1
34713,2,1
34714,2,1
34715,2,1
34716,2,1
34717,2,1
34718,2,1
34719,2,1
34720,2,1
34721,2,1
34722,2,1
34723,2,1
34724,2,1
34725,2,1
34726,2,1
34727,2,1
34728,2,1
34729,2,1
34730,2,1
34731,2,1
34732,2,1
34733,2,1
34734,2,1
34735,2,1
34736,2,1
34737,2,1
34738,2,1
34739,2,1
34740,2,1
34741,2,1
34742,2,1
34743,2,1
34744,2,1
34745,2,1
34746,2,1
34747,2,1
34748,2,1
34749,2,1
34750,2,1
34751,2,1
34752,2,1
34753,2,1
34754,2,1
34755,2,1
34756,2,1
34757,2,1
34758,2,1
34759,2,1
34760,2,1
34761,2,1
34762,2,1
34763,2,1
34764,2,1
34765,2,1
34766,2,1
34767,2,1
34768,2,1
34769,2,1
34770,2,1
34771,2,1
34772,2,1
34773,2,1
34774,2,1
34775,2,1
34776,2,1
34777,2,1
34778,2,1
34779,2,1
34780,2,1
34781,2,1
34782,2,1
34783,2,1
34784,2,1
34785,2,1
34786,2,1
34787,2,1
34788,2,1
34789,2,1
34790,2,1
34791,2,1
34792,2,1
34793,2,1
34794,2,1
34795,2,1
34796,2,1
34797,2,1
34798,2,1
34799,2,1
34800,2,1
34801,2,1
34802,2,1
34803,2,1
34804,2,1
34805,2,1
34806,2,1
34807,2,1
34808,2,1
34809,2,1
34810,2,1
34811,2,1
34812,2,1
34813,2,1
34814,2,1
34815,2,1
34816,2,1
34817,2,1
34818,2,1
34819,2,1
34820,2,1
34821,2,1
34822,2,1
34823,2,1
34824,2,1
34825,2,1
34826,2,1
34827,2,1
34828,2,1
34829,2,1
34830,2,1
34831,2,1
34832,2,1
34833,2,1
34834,2,1
34835,2,1
34836,2,1
34837,2,1
34838,2,1
34839,2,1
34840,2,1
34841,2,1
34842,2,1
34843,2,1
34844,2,1
34845,2,1
34846,2,1
34847,2,1
34848,2,1
34849,2,1
34850,2,1
34851,2,1
34852,2,1
34853,2,1
34854,2,1
34855,2,1
34856,2,1
34857,2,1
34858,2,1
34859,2,1
34860,2,1
34861,2,1
34862,2,1
34863,2,1
34864,2,1
34865,2,1
34866,2,1
34867,2,1
34868,2,1
34869,2,1
34870,2,1
34871,2,1
34872,2,1
34873,2,1
34874,2,1
34875,2,1
34876,2,1
34877,2,1
34878,2,1
34879,2,1
34880,2,1
34881,2,1
34882,2,1
34883,2,1
34884,2,1
34885,2,1
34886,2,1
34887,2,1
34888,2,1
34889,2,1
34890,2,1
34891,2,1
34892,2,1
34893,2,1
34894,2,1
34895,2,1
34896,2,1
34897,2,1
34898,2,1
34899,2,1
34900,2,1
34901,2,1
34902,2,1
34903,2,1
34904,2,1
34905,2,1
34906,2,1
34907,2,1
34908,2,1
34909,2,1
34910,2,1
34911,2,1
34912,2,1
34913,2,1
34914,2,1
34915,2,1
34916,2,1
34917,2,1
34918,2,1
34919,2,1
34920,2,1
34921,2,1
34922,2,1
34923,2,1
34924,2,1
34925,2,1
34926,2,1
34927,2,1
34928,2,1
34929,2,1
34930,2,1
34931,2,1
34932,2,1
34933,2,1
34934,2,1
34935,2,1
34936,2,1
34937,2,1
34938,2,1
34939,2,1
34940,2,1
34941,2,1
34942,2,1
34943,2,1
34944,2,1
34945,2,1
34946,2,1
34947,2,1
34948,2,1
34949,2,1
34950,2,1
34951,2,1
34952,2,1
34953,2,1
34954,2,1
34955,2,1
34956,2,1
34957,2,1
34958,2,1
34959,2,1
34960,2,1
34961,2,1
34962,2,1
34963,2,1
34964,2,1
34965,2,1
34966,2,1
34967,2,1
34968,2,1
34969,2,1
34970,2,1
34971,2,1
34972,2,1
34973,2,1
34974,2,1
34975,2,1
34976,2,1
34977,2,1
34978,2,1
34979,2,1
34980,2,1
34981,2,1
34982,2,1
34983,2,1
34984,2,1
34985,2,1
34986,2,1
34987,2,1
34988,2,1
34989,2,1
34990,2,1
34991,2,1
34992,2,1
34993,2,1
34994,2,1
34995,2,1
34996,2,1
34997,2,1
34998,2,1
34999,2,1
35000,2,1
35001,2,1
35002,2,1
35003,2,1
35004,2,1
35005,2,1
35006,2,1
35007,2,1
35008,2,1
35009,2,1
35010,2,1
35011,2,1
35012,2,1
35013,2,1
35014,2,1
35015,2,1
35016,2,1
35017,2,1
35018,2,1
35019,2,1
35020,2,1
35021,2,1
35022,2,1
35023,2,1
35024,2,1
35025,2,1
35026,2,1
35027,2,1
35028,2,1
35029,2,1
35030,2,1
35031,2,1
35032,2,1
35033,2,1
35034,2,1
35035,2,1
35036,2,1
35037,2,1
35038,2,1
35039,2,1
35040,2,1
35041,2,1
35042,2,1
35043,2,1
35044,2,1
35045,2,1
35046,2,1
35047,2,1
35048,2,1
35049,2,1
35050,2,1
35051,2,1
35052,2,1
35053,2,1
35054,2,1
35055,2,1
35056,2,1
35057,2,1
35058,2,1
35059,2,1
35060,2,1
35061,2,1
35062,2,1
35063,2,1
35064,2,1
35065,2,1
35066,2,1
35067,2,1
35068,2,1
35069,2,1
35070,2,1
35071,2,1
35072,2,1
35073,2,1
35074,2,1
35075,2,1
35076,2,1
35077,2,1
35078,2,1
35079,2,1
35080,2,1
35081,2,1
35082,2,1
35083,2,1
35084,2,1
35085,2,1
35086,2,1
35087,2,1
35088,2,1
35089,2,1
35090,2,1
35091,2,1
35092,2,1
35093,2,1
35094,2,1
35095,2,1
35096,2,1
35097,2,1
35098,2,1
35099,2,1
35100,2,1
35101,2,1
35102,2,1
35103,2,1
35104,2,1
35105,2,1
35106,2,1
35107,2,1
35108,2,1
35109,2,1
35110,2,1
35111,2,1
35112,2,1
35113,2,1
35114,2,1
35115,2,1
35116,2,1
35117,2,1
35118,2,1
35119,2,1
35120,2,1
35121,2,1
35122,2,1
35123,2,1
35124,2,1
35125,2,1
35126,2,1
35127,2,1
35128,2,1
35129,2,1
35130,2,1
35131,2,1
35132,2,1
35133,2,1
35134,2,1
35135,2,1
35136,2,1
35137,2,1
35138,2,1
35139,2,1
35140,2,1
35141,2,1
35142,2,1
35143,2,1
35144,2,1
35145,2,1
35146,2,1
35147,2,1
35148,2,1
35149,2,1
35150,2,1
35151,2,1
35152,2,1
35153,2,1
35154,2,1
35155,2,1
35156,2,1
35157,2,1
35158,2,1
35159,2,1
35160,2,1
35161,2,1
35162,2,1
35163,2,1
35164,2,1
35165,2,1
35166,2,1
35167,2,1
35168,2,1
35169,2,1
35170,2,1
35171,2,1
35172,2,1
35173,2,1
35174,2,1
35175,2,1
35176,2,1
35177,2,1
35178,2,1
35179,2,1
35180,2,1
35181,2,1
35182,2,1
35183,2,1
35184,2,1
35185,2,1
35186,2,1
35187,2,1
35188,2,1
35189,2,1
35190,2,1
35191,2,1
35192,2,1
35193,2,1
35194,2,1
35195,2,1
35196,2,1
35197,2,1
35198,2,1
35199,2,1
35200,2,1
35201,2,1
35202,2,1
35203,2,1
35204,2,1
35205,2,1
35206,2,1
35207,2,1
35208,2,1
35209,2,1
35210,2,1
35211,2,1
35212,2,1
35213,2,1
35214,2,1
35215,2,1
35216,2,1
35217,2,1
35218,2,1
35219,2,1
35220,2,1
35221,2,1
35222,2,1
35223,2,1
35224,2,1
35225,2,1
35226,2,1
35227,2,1
35228,2,1
35229,2,1
35230,2,1
35231,2,1
35232,2,1
35233,2,1
35234,2,1
35235,2,1
35236,2,1
35237,2,1
35238,2,1
35239,2,1
35240,2,1
35241,2,1
35242,2,1
35243,2,1
35244,2,1
35245,2,1
35246,2,1
35247,2,1
35248,2,1
35249,2,1
35250,2,1
35251,2,1
35252,2,1
35253,2,1
35254,2,1
35255,2,1
35256,2,1
35257,2,1
35258,2,1
35259,2,1
35260,2,1
35261,2,1
35262,2,1
35263,2,1
35264,2,1
35265,2,1
35266,2,1
35267,2,1
35268,2,1
35269,2,1
35270,2,1
35271,2,1
35272,2,1
35273,2,1
35274,2,1
35275,2,1
35276,2,1
35277,2,1
35278,2,1
35279,2,1
35280,2,1
35281,2,1
35282,2,1
35283,2,1
35284,2,1
35285,2,1
35286,2,1
35287,2,1
35288,2,1
35289,2,1
35290,2,1
35291,2,1
35292,2,1
35293,2,1
35294,2,1
35295,2,1
35296,2,1
35297,2,1
35298,2,1
35299,2,1
35300,2,1
35301,2,1
35302,2,1
35303,2,1
35304,2,1
35305,2,1
35306,2,1
35307,2,1
35308,2,1
35309,2,1
35310,2,1
35311,2,1
35312,2,1
35313,2,1
35314,2,1
35315,2,1
35316,2,1
35317,2,1
35318,2,1
35319,2,1
35320,2,1
35321,2,1
35322,2,1
35323,2,1
35324,2,1
35325,2,1
35326,2,1
35327,2,1
35328,2,1
35329,2,1
35330,2,1
35331,2,1
35332,2,1
35333,2,1
35334,2,1
35335,2,1
35336,2,1
35337,2,1
35338,2,1
35339,2,1
35340,2,1
35341,2,1
35342,2,1
35343,2,1
35344,2,1
35345,2,1
35346,2,1
35347,2,1
35348,2,1
35349,2,1
35350,2,1
35351,2,1
35352,2,1
35353,2,1
35354,2,1
35355,2,1
35356,2,1
35357,2,1
35358,2,1
35359,2,1
35360,2,1
35361,2,1
35362,2,1
35363,2,1
35364,2,1
35365,2,1
35366,2,1
35367,2,1
35368,2,1
35369,2,1
35370,2,1
35371,2,1
35372,2,1
35373,2,1
35374,2,1
35375,2,1
35376,2,1
35377,2,1
35378,2,1
35379,2,1
35380,2,1
35381,2,1
35382,2,1
35383,2,1
35384,2,1
35385,2,1
35386,2,1
35387,2,1
35388,2,1
35389,2,1
35390,2,1
35391,2,1
35392,2,1
35393,2,1
35394,2,1
35395,2,1
35396,2,1
35397,2,1
35398,2,1
35399,2,1
35400,2,1
35401,2,1
35402,2,1
35403,2,1
35404,2,1
35405,2,1
35406,2,1
35407,2,1
35408,2,1
35409,2,1
35410,2,1
35411,2,1
35412,2,1
35413,2,1
35414,2,1
35415,2,1
35416,2,1
35417,2,1
35418,2,1
35419,2,1
35420,2,1
35421,2,1
35422,2,1
35423,2,1
35424,2,1
35425,2,1
35426,2,1
35427,2,1
35428,2,1
35429,2,1
35430,2,1
35431,2,1
35432,2,1
35433,2,1
35434,2,1
35435,2,1
35436,2,1
35437,2,1
35438,2,1
35439,2,1
35440,2,1
35441,2,1
35442,2,1
35443,2,1
35444,2,1
35445,2,1
35446,2,1
35447,2,1
35448,2,1
35449,2,1
35450,2,1
35451,2,1
35452,2,1
35453,2,1
35454,2,1
35455,2,1
35456,2,1
35457,2,1
35458,2,1
35459,2,1
35460,2,1
35461,2,1
35462,2,1
35463,2,1
35464,2,1
35465,2,1
35466,2,1
35467,2,1
35468,2,1
35469,2,1
35470,2,1
35471,2,1
35472,2,1
35473,2,1
35474,2,1
35475,2,1
35476,2,1
35477,2,1
35478,2,1
35479,2,1
35480,2,1
35481,2,1
35482,2,1
35483,2,1
35484,2,1
35485,2,1
35486,2,1
35487,2,1
35488,2,1
35489,2,1
35490,2,1
35491,2,1
35492,2,1
35493,2,1
35494,2,1
35495,2,1
35496,2,1
35497,2,1
35498,2,1
35499,2,1
35500,2,1
35501,2,1
35502,2,1
35503,2,1
35504,2,1
35505,2,1
35506,2,1
35507,2,1
35508,2,1
35509,2,1
35510,2,1
35511,2,1
35512,2,1
35513,2,1
35514,2,1
35515,2,1
35516,2,1
35517,2,1
35518,2,1
35519,2,1
35520,2,1
35521,2,1
35522,2,1
35523,2,1
35524,2,1
35525,2,1
35526,2,1
35527,2,1
35528,2,1
35529,2,1
35530,2,1
35531,2,1
35532,2,1
35533,2,1
35534,2,1
35535,2,1
35536,2,1
35537,2,1
35538,2,1
35539,2,1
35540,2,1
35541,2,1
35542,2,1
35543,2,1
35544,2,1
35545,2,1
35546,2,1
35547,2,1
35548,2,1
35549,2,1
35550,2,1
35551,2,1
35552,2,1
35553,2,1
35554,2,1
35555,2,1
35556,2,1
35557,2,1
35558,2,1
35559,2,1
35560,2,1
35561,2,1
35562,2,1
35563,2,1
35564,2,1
35565,2,1
35566,2,1
35567,2,1
35568,2,1
35569,2,1
35570,2,1
35571,2,1
35572,2,1
35573,2,1
35574,2,1
35575,2,1
35576,2,1
35577,2,1
35578,2,1
35579,2,1
35580,2,1
35581,2,1
35582,2,1
35583,2,1
35584,2,1
35585,2,1
35586,2,1
35587,2,1
35588,2,1
35589,2,1
35590,2,1
35591,2,1
35592,2,1
35593,2,1
35594,2,1
35595,2,1
35596,2,1
35597,2,1
35598,2,1
35599,2,1
35600,2,1
35601,2,1
35602,2,1
35603,2,1
35604,2,1
35605,2,1
35606,2,1
35607,2,1
35608,2,1
35609,2,1
35610,2,1
35611,2,1
35612,2,1
35613,2,1
35614,2,1
35615,2,1
35616,2,1
35617,2,1
35618,2,1
35619,2,1
35620,2,1
35621,2,1
35622,2,1
35623,2,1
35624,2,1
35625,2,1
35626,2,1
35627,2,1
35628,2,1
35629,2,1
35630,2,1
35631,2,1
35632,2,1
35633,2,1
35634,2,1
35635,2,1
35636,2,1
35637,2,1
35638,2,1
35639,2,1
35640,2,1
35641,2,1
35642,2,1
35643,2,1
35644,2,1
35645,2,1
35646,2,1
35647,2,1
35648,2,1
35649,2,1
35650,2,1
35651,2,1
35652,2,1
35653,2,1
35654,2,1
35655,2,1
35656,2,1
35657,2,1
35658,2,1
35659,2,1
35660,2,1
35661,2,1
35662,2,1
35663,2,1
35664,2,1
35665,2,1
35666,2,1
35667,2,1
35668,2,1
35669,2,1
35670,2,1
35671,2,1
35672,2,1
35673,2,1
35674,2,1
35675,2,1
35676,2,1
35677,2,1
35678,2,1
35679,2,1
35680,2,1
35681,2,1
35682,2,1
35683,2,1
35684,2,1
35685,2,1
35686,2,1
35687,2,1
35688,2,1
35689,2,1
35690,2,1
35691,2,1
35692,2,1
35693,2,1
35694,2,1
35695,2,1
35696,2,1
35697,2,1
35698,2,1
35699,2,1
35700,2,1
35701,2,1
35702,2,1
35703,2,1
35704,2,1
35705,2,1
35706,2,1
35707,2,1
35708,2,1
35709,2,1
35710,2,1
35711,2,1
35712,2,1
35713,2,1
35714,2,1
35715,2,1
35716,2,1
35717,2,1
35718,2,1
35719,2,1
35720,2,1
35721,2,1
35722,2,1
35723,2,1
35724,2,1
35725,2,1
35726,2,1
35727,2,1
35728,2,1
35729,2,1
35730,2,1
35731,2,1
35732,2,1
35733,2,1
35734,2,1
35735,2,1
35736,2,1
35737,2,1
35738,2,1
35739,2,1
35740,2,1
35741,2,1
35742,2,1
35743,2,1
35744,2,1
35745,2,1
35746,2,1
35747,2,1
35748,2,1
35749,2,1
35750,2,1
35751,2,1
35752,2,1
35753,2,1
35754,2,1
35755,2,1
35756,2,1
35757,2,1
35758,2,1
35759,2,1
35760,2,1
35761,2,1
35762,2,1
35763,2,1
35764,2,1
35765,2,1
35766,2,1
35767,2,1
35768,2,1
35769,2,1
35770,2,1
35771,2,1
35772,2,1
35773,2,1
35774,2,1
35775,2,1
35776,2,1
35777,2,1
35778,2,1
35779,2,1
35780,2,1
35781,2,1
35782,2,1
35783,2,1
35784,2,1
35785,2,1
35786,2,1
35787,2,1
35788,2,1
35789,2,1
35790,2,1
35791,2,1
35792,2,1
35793,2,1
35794,2,1
35795,2,1
35796,2,1
35797,2,1
35798,2,1
35799,2,1
35800,2,1
35801,2,1
35802,2,1
35803,2,1
35804,2,1
35805,2,1
35806,2,1
35807,2,1
35808,2,1
35809,2,1
35810,2,1
35811,2,1
35812,2,1
35813,2,1
35814,2,1
35815,2,1
35816,2,1
35817,2,1
35818,2,1
35819,2,1
35820,2,1
35821,2,1
35822,2,1
35823,2,1
35824,2,1
35825,2,1
35826,2,1
35827,2,1
35828,2,1
35829,2,1
35830,2,1
35831,2,1
35832,2,1
35833,2,1
35834,2,1
35835,2,1
35836,2,1
35837,2,1
35838,2,1
35839,2,1
35840,2,1
35841,2,1
35842,2,1
35843,2,1
35844,2,1
35845,2,1
35846,2,1
35847,2,1
35848,2,1
35849,2,1
35850,2,1
35851,2,1
35852,2,1
35853,2,1
35854,2,1
35855,2,1
35856,2,1
35857,2,1
35858,2,1
35859,2,1
35860,2,1
35861,2,1
35862,2,1
35863,2,1
35864,2,1
35865,2,1
35866,2,1
35867,2,1
35868,2,1
35869,2,1
35870,2,1
35871,2,1
35872,2,1
35873,2,1
35874,2,1
35875,2,1
35876,2,1
35877,2,1
35878,2,1
35879,2,1
35880,2,1
35881,2,1
35882,2,1
35883,2,1
35884,2,1
35885,2,1
35886,2,1
35887,2,1
35888,2,1
35889,2,1
35890,2,1
35891,2,1
35892,2,1
35893,2,1
35894,2,1
35895,2,1
35896,2,1
35897,2,1
35898,2,1
35899,2,1
35900,2,1
35901,2,1
35902,2,1
35903,2,1
35904,2,1
35905,2,1
35906,2,1
35907,2,1
35908,2,1
35909,2,1
35910,2,1
35911,2,1
35912,2,1
35913,2,1
35914,2,1
35915,2,1
35916,2,1
35917,2,1
35918,2,1
35919,2,1
35920,2,1
35921,2,1
35922,2,1
35923,2,1
35924,2,1
35925,2,1
35926,2,1
35927,2,1
35928,2,1
35929,2,1
35930,2,1
35931,2,1
35932,2,1
35933,2,1
35934,2,1
35935,2,1
35936,2,1
35937,2,1
35938,2,1
35939,2,1
35940,2,1
35941,2,1
35942,2,1
35943,2,1
35944,2,1
35945,2,1
35946,2,1
35947,2,1
35948,2,1
35949,2,1
35950,2,1
35951,2,1
35952,2,1
35953,2,1
35954,2,1
35955,2,1
35956,2,1
35957,2,1
35958,2,1
35959,2,1
35960,2,1
35961,2,1
35962,2,1
35963,2,1
35964,2,1
35965,2,1
35966,2,1
35967,2,1
35968,2,1
35969,2,1
35970,2,1
35971,2,1
35972,2,1
35973,2,1
35974,2,1
35975,2,1
35976,2,1
35977,2,1
35978,2,1
35979,2,1
35980,2,1
35981,2,1
35982,2,1
35983,2,1
35984,2,1
35985,2,1
35986,2,1
35987,2,1
35988,2,1
35989,2,1
35990,2,1
